,country,year,sex,age,suicides_no,population,suicides_100k,gdp_for_year,gdp_per_capita,generation
0,Albania,1987,male,15-24 years,0.00094010206822455,0.007136684322515617,0.029826199048762058,0.00011642536478609266,0.004321932419251235,Generation X
1,Albania,1987,male,35-54 years,0.0007162682424568,0.007024824782303072,0.02306974263235098,0.00011642536478609266,0.004321932419251235,Silent
2,Albania,1987,female,15-24 years,0.0006267347121497,0.006607063642325605,0.02146952927056941,0.00011642536478609266,0.004321932419251235,Generation X
3,Albania,1987,male,75+ years,4.476676515355e-05,0.0004913144947866149,0.020402720362715027,0.00011642536478609266,0.004321932419251235,G.I. Generation
4,Albania,1987,male,25-34 years,0.00040290088638195,0.006255505087371889,0.014579721740676534,0.00011642536478609266,0.004321932419251235,Boomers
5,Albania,1987,female,75+ years,4.476676515355e-05,0.0008063474855892951,0.012490554296128373,0.00011642536478609266,0.004321932419251235,G.I. Generation
6,Albania,1987,female,35-54 years,0.0002686005909213,0.006358233236546676,0.009556829799528826,0.00011642536478609266,0.004321932419251235,Silent
7,Albania,1987,female,25-34 years,0.0001790670606142,0.005865138120507698,0.006934257901053474,0.00011642536478609266,0.004321932419251235,Boomers
8,Albania,1987,male,55-74 years,4.476676515355e-05,0.003132569352458362,0.003244877094723741,0.00011642536478609266,0.004321932419251235,G.I. Generation
9,Albania,1987,female,5-14 years,0.0,0.007093310215086263,0.0,0.00011642536478609266,0.004321932419251235,Generation X
10,Albania,1987,female,55-74 years,0.0,0.0032946515433785817,0.0,0.00011642536478609266,0.004321932419251235,G.I. Generation
11,Albania,1987,male,5-14 years,0.0,0.007714244805653865,0.0,0.00011642536478609266,0.004321932419251235,Generation X
12,Albania,1988,female,75+ years,8.95335303071e-05,0.0008246102676648129,0.024403253767168957,0.00011473531111068645,0.00410781833609567,G.I. Generation
13,Albania,1988,male,15-24 years,0.00076103500761035,0.007280503731360319,0.02369204782859937,0.00011473531111068645,0.00410781833609567,Generation X
14,Albania,1988,male,75+ years,4.476676515355e-05,0.0005027287335838134,0.01991376627994844,0.00011473531111068645,0.00410781833609567,G.I. Generation
15,Albania,1988,male,35-54 years,0.0006267347121497,0.007164078495628895,0.01982486553762724,0.00011473531111068645,0.00410781833609567,Silent
16,Albania,1988,male,55-74 years,0.0001790670606142,0.0031942062419632344,0.01266835578077077,0.00011473531111068645,0.00410781833609567,G.I. Generation
17,Albania,1988,female,15-24 years,0.0003581341212284,0.006741751660132547,0.012046050584522381,0.00011473531111068645,0.00410781833609567,Generation X
18,Albania,1988,female,55-74 years,0.00013430029546065,0.0033608541284023334,0.009023425345601636,0.00011473531111068645,0.00410781833609567,G.I. Generation
19,Albania,1988,female,25-34 years,0.00022383382576775002,0.005983846203998563,0.008490020891674445,0.00011473531111068645,0.00410781833609567,Boomers
20,Albania,1988,male,25-34 years,0.00022383382576775002,0.006383344561900513,0.007956616437747255,0.00011473531111068645,0.00410781833609567,Boomers
21,Albania,1988,female,35-54 years,0.0001790670606142,0.006488355558834739,0.006267502333644486,0.00011473531111068645,0.00410781833609567,Silent
22,Albania,1988,female,5-14 years,0.0,0.007234846776171525,0.0,0.00011473531111068645,0.00410781833609567,Generation X
23,Albania,1988,male,5-14 years,0.0,0.007869478453295765,0.0,0.00011473531111068645,0.00410781833609567,Generation X
24,Albania,1989,male,75+ years,8.95335303071e-05,0.0005072944291026929,0.03951637996177269,0.00012627600037297556,0.00461534801468664,G.I. Generation
25,Albania,1989,male,25-34 years,0.0008058017727639,0.006467809928999782,0.028225985686980485,0.00012627600037297556,0.00461534801468664,Boomers
26,Albania,1989,male,35-54 years,0.00067150147730325,0.007262240949284802,0.02093612481664222,0.00012627600037297556,0.00461534801468664,Silent
27,Albania,1989,male,55-74 years,0.0002686005909213,0.0032375803493925885,0.018758056629772858,0.00012627600037297556,0.00461534801468664,G.I. Generation
28,Albania,1989,male,15-24 years,0.0005372011818426,0.007378666185016227,0.016491087700582302,0.00012627600037297556,0.00461534801468664,Generation X
29,Albania,1989,female,35-54 years,0.00031336735607485,0.006581952316971768,0.010801440192025604,0.00012627600037297556,0.00461534801468664,Silent
30,Albania,1989,female,15-24 years,0.00022383382576775002,0.006839914113788455,0.007423211983820065,0.00012627600037297556,0.00461534801468664,Generation X
31,Albania,1989,female,25-34 years,8.95335303071e-05,0.006072877266616712,0.0033337778370449394,0.00012627600037297556,0.00461534801468664,Boomers
32,Albania,1989,female,55-74 years,4.476676515355e-05,0.0034087939313505672,0.002978174867760146,0.00012627600037297556,0.00461534801468664,G.I. Generation
33,Albania,1989,female,5-14 years,0.0,0.007342140620865192,0.0,0.00012627600037297556,0.00461534801468664,Generation X
34,Albania,1989,female,75+ years,0.0,0.0008383073542214512,0.0,0.00012627600037297556,0.00461534801468664,G.I. Generation
35,Albania,1989,male,5-14 years,0.0,0.007976772297989432,0.0,0.00012627600037297556,0.00461534801468664,Generation X
36,Albania,1992,male,35-54 years,0.0005372011818426,0.00784208428018249,0.01551317953504912,3.6562283058416475e-05,0.0,Boomers
37,Albania,1992,male,15-24 years,0.00040290088638195,0.006013523224871279,0.015157576565764325,3.6562283058416475e-05,0.0,Generation X
38,Albania,1992,male,55-74 years,0.00022383382576775002,0.0036347958595350986,0.013912966173267547,3.6562283058416475e-05,0.0,Silent
39,Albania,1992,male,25-34 years,0.00031336735607485,0.0055980449326532514,0.01266835578077077,3.6562283058416475e-05,0.0,Boomers
40,Albania,1992,female,15-24 years,0.00031336735607485,0.006668700531830477,0.010623638707383207,3.6562283058416475e-05,0.0,Generation X
41,Albania,1992,female,25-34 years,0.0001790670606142,0.0060979885919705485,0.006667555674089879,3.6562283058416475e-05,0.0,Boomers
42,Albania,1992,female,35-54 years,8.95335303071e-05,0.0073695347939784685,0.00275592301195715,3.6562283058416475e-05,0.0,Boomers
43,Albania,1992,female,55-74 years,4.476676515355e-05,0.003758069638544843,0.0027114726407965507,3.6562283058416475e-05,0.0,Silent
44,Albania,1992,female,5-14 years,0.0,0.0076800020892622695,0.0,3.6562283058416475e-05,0.0,Millenials
45,Albania,1992,female,75+ years,0.0,0.0008771157661319263,0.0,3.6562283058416475e-05,0.0,G.I. Generation
46,Albania,1992,male,5-14 years,0.0,0.008278108202235474,0.0,3.6562283058416475e-05,0.0,Millenials
47,Albania,1992,male,75+ years,0.0,0.0005392542977348488,0.0,3.6562283058416475e-05,0.0,G.I. Generation
48,Albania,1993,male,15-24 years,0.0008058017727639,0.005547822281945578,0.032893274658843404,6.518255689820645e-05,0.0014750081284050087,Generation X
49,Albania,1993,male,55-74 years,0.00031336735607485,0.0037603524863042827,0.018846957372094058,6.518255689820645e-05,0.0014750081284050087,Silent
